mahalleler
9439;;;İSLAMKÖY;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9440;;;UYGUR;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9441;;;ÜÇKUYU;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9442;;;UZUNOVA;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9443;;;ÜNAL;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9444;;;YAKITKÖY;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9445;;;YAYIKKÖY;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9446;;;YAYLAK;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9447;;;YEŞİLKÖY;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9448;;;YUVACIK;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9449;;;ZEYREK;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9450;;;KOÇKAR;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9451;;;KONUKLU;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9452;;;KURUDERE;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9453;;;MERKEZ YENİ;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9454;;;MERKEZ  ESKİ;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9455;;;NARLICA;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9456;;;ÖZBEK;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9457;;;SALKIMLI;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9458;;;SALTUKKÖY;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9459;;;TEPECİK;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9460;;;TEMREN;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9461;;;TUZLAKÖY;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9462;;;TURGUT ÖZAL;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9463;;;TAŞKÖPRÜ;;DİYARBAKIR -> KULP -> KULP-İLÇE MERKEZİ;;
9464;;;ŞENLİK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9465;;;ŞAAR;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9466;;;TUZLAKÖY;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9467;;;ULUCAK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9468;;;UÇARLI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9469;;;TÜRELİ;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9470;;;TEPE;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9471;;;SIĞINAK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9472;;;SAVAT;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9473;;;SAYDAMLI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9474;;;SERİNCE;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9475;;;ÖRTÜLÜ;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9476;;;OYUKLU;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9477;;;ORTAÇ;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9478;;;MULLA;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9479;;;MÜMİNAĞA;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9480;;;MURADİYE;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9481;;;KUTLU;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9482;;;KUMLUCA;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9483;;;KÖRTÜK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9484;;;KIYIKÖY;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9485;;;YÜNLÜCE;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9486;;;ZİYARET;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9487;;;ZÜMRÜT;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9488;;;YEŞİLBURÇ;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9489;;;YOLÇATI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9490;;;YORULMAZ;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9491;;;YALIMLI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9492;;;YALAZA;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9493;;;YAMAÇLI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9494;;;YAPRAKKÖY;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9495;;;ÜÇDAMLAR;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9496;;;YENİŞEHİR;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9497;;;KALI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9498;;;KABAKAYA;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9499;;;HEDİK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9500;;;KARAHASAN;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9501;;;KELVAN;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9502;;;KIRALAN;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9503;;;KIPÇAK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9504;;;KILIÇLI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9505;;;GÜLDİKEN;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9506;;;GÜÇLÜ;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9507;;;GÖKÇE;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9508;;;GÜRBEYLİ;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9509;;;DOLUNAY;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9510;;;DURUKÖY;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9511;;;ECEMİŞ;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9512;;;ESENLER;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9513;;;ERGİNKÖY;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9514;;;BAĞLAN;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9515;;;BAHARLAR;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9516;;;BAYIRLI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9517;;;AKÇABUDAK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9518;;;ABALI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9519;;;ARIKLI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9520;;;DALLICA;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9521;;;DAMAR;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9522;;;DARALAN;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9523;;;DELVAN;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9524;;;DİBEKKÖY;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9525;;;DERNEK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9526;;;ÇAVUNDUR;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9527;;;ÇARŞI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9528;;;ÇIRALI;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9529;;;ÇEPER;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9530;;;ÇAĞDAŞ;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9531;;;BİRLİK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9532;;;CAMİ KEBİR;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9533;;;BUDAK;;DİYARBAKIR -> LİCE -> LİCE-İLÇE MERKEZİ;;
9534;;;CAMİ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9535;;;BEYPINAR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9536;;;BOYUNLU;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9537;;;ÇALDERE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9538;;;ÇAKILTAŞI;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9539;;;ÇEVRİKSU;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9540;;;ÇOBANTEPE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9541;;;ÇİFTLİÇEVRE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9542;;;ÇİĞDEMLİ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9543;;;ÇİĞİL;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9544;;;ÇARDAKKÖY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9545;;;DEMİRKUYU;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9546;;;DARKÖPRÜ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9547;;;DAĞCILAR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9548;;;ARIKÖY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9549;;;ALTINKUM;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9550;;;AKYOL;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9551;;;ALİBEY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9552;;;AKÇELTİK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9553;;;AKÇAYIR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9554;;;AKDERE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9555;;;BAYRAMBAŞI;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9556;;;BAŞDEĞİRMEN;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9557;;;BAŞIBÜYÜK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9558;;;BELLİBAHÇE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9559;;;BEREKETLİ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9560;;;BAHÇELİEVLER;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9561;;;BAHÇE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9562;;;BAĞLAR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9563;;;BAĞDERE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9564;;;BABAKAYA;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9565;;;AŞAĞIKAYA;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9566;;;AŞAĞIVEYSİ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9567;;;ERİKYAZI;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9568;;;ESKİKÖY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9569;;;ESKİOCAK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9570;;;EŞME;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9571;;;FERİDUN;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9572;;;DURU;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9573;;;DÜZALAN;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9574;;;DOLUÇANAK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9575;;;DOLAPDERE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9576;;;GÜRPINAR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9577;;;GÜZDERESİ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9578;;;GÜNDÜZKÖY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9579;;;GÖKÇETEVEK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9580;;;GÜÇLÜ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9581;;;GÖRMEZ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9582;;;GÖRENTEPE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9583;;;KIRAÇTEPE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9584;;;KEKLİKDERE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9585;;;KAZANDAĞI;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9586;;;KAYADERE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9587;;;KASIMLI;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9588;;;KARAHACI;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9589;;;KARACALAR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9590;;;KARAMUS;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9591;;;HEYBELİKONAK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9592;;;KALE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9593;;;İNCESU;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9594;;;YENİŞEHİR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9595;;;YEŞİLBAHÇE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9596;;;YEŞERDİ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9597;;;YENİKÖY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9598;;;YENİDOĞAN;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9599;;;ÜÇBASAMAK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9600;;;UMURKÖY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9601;;;YUKARIVEYSİ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9602;;;YEŞİLKÖY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9603;;;YOLARASI;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9604;;;YOLAÇ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9605;;;YÜKSEK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9606;;;YUVAKÖY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9607;;;KIZLAR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9608;;;KONAK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9609;;;KUMGÖLÜ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9610;;;KUMLUK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9611;;;KUTLUALAN;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9612;;;MALABADİ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9613;;;MESCİT;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9614;;;ORMANDIŞI;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9615;;;ONBAŞILAR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9616;;;NOHUTTEPE;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9617;;;OTLUK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9618;;;SELAHATTİN;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9619;;;SARIBUĞDAY;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9620;;;SAĞLIK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9621;;;TEKEL;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9622;;;TOKLUCA;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9623;;;SULUBAĞ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9624;;;SULAK;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9625;;;SUSUZ;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9626;;;ŞANLI;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9627;;;TAŞPINAR;;DİYARBAKIR -> SİLVAN -> SİLVAN-İLÇE MERKEZİ;;
9628;;;TANOĞLU;;DİYARBAKIR -> SUR -> SUR;;
9629;;;SÜLEYMAN NAZİF;;DİYARBAKIR -> SUR -> SUR;;
9630;;;SÜNGÜLER;;DİYARBAKIR -> SUR -> SUR;;
9631;;;TEZGEÇER;;DİYARBAKIR -> SUR -> SUR;;
9632;;;SAĞDIÇLI;;DİYARBAKIR -> SUR -> SUR;;
9633;;;SAPANCA;;DİYARBAKIR -> SUR -> SUR;;
9634;;;PINARDÜZÜ;;DİYARBAKIR -> SUR -> SUR;;
9635;;;SAYARLAR;;DİYARBAKIR -> SUR -> SUR;;
9636;;;SATİ;;DİYARBAKIR -> SUR -> SUR;;
9637;;;SAVAŞ;;DİYARBAKIR -> SUR -> SUR;;
9638;;;SARIYAZMA;;DİYARBAKIR -> SUR -> SUR;;
9639;;;SARIKAMIŞ;;DİYARBAKIR -> SUR -> SUR;;
9640;;;SARILAR;;DİYARBAKIR -> SUR -> SUR;;
9641;;;SOĞANLI;;DİYARBAKIR -> SUR -> SUR;;
9642;;;ÖZEKLİ;;DİYARBAKIR -> SUR -> SUR;;
9643;;;NEFİRTAŞ;;DİYARBAKIR -> SUR -> SUR;;
9644;;;MERMER;;DİYARBAKIR -> SUR -> SUR;;
9645;;;MERMER(MERMERİ);;DİYARBAKIR -> SUR -> SUR;;
9646;;;MELİKAHMET;;DİYARBAKIR -> SUR -> SUR;;
9647;;;LALEBEY;;DİYARBAKIR -> SUR -> SUR;;
9648;;;KÜÇÜKKADI;;DİYARBAKIR -> SUR -> SUR;;
9649;;;KÜÇÜKAKÖREN;;DİYARBAKIR -> SUR -> SUR;;
9650;;;KUŞLUKBAĞI;;DİYARBAKIR -> SUR -> SUR;;
9651;;;KUŞBURNU;;DİYARBAKIR -> SUR -> SUR;;
9652;;;KUMRUCAK;;DİYARBAKIR -> SUR -> SUR;;
9653;;;KUMLUÇAT;;DİYARBAKIR -> SUR -> SUR;;
9654;;;KÖŞK;;DİYARBAKIR -> SUR -> SUR;;
9655;;;KONACIK;;DİYARBAKIR -> SUR -> SUR;;
9656;;;KOYUNGÜDEN;;DİYARBAKIR -> SUR -> SUR;;
9657;;;KÖPRÜBAŞI;;DİYARBAKIR -> SUR -> SUR;;
9658;;;KOZAN;;DİYARBAKIR -> SUR -> SUR;;
9659;;;KITIRBIL;;DİYARBAKIR -> SUR -> SUR;;
9660;;;KIRMASIRT;;DİYARBAKIR -> SUR -> SUR;;
9661;;;ZİYARET;;DİYARBAKIR -> SUR -> SUR;;
9662;;;ZİYA GÖKALP;;DİYARBAKIR -> SUR -> SUR;;
9663;;;YİĞİTÇAVUŞ;;DİYARBAKIR -> SUR -> SUR;;
9664;;;YEŞİLKÖY;;DİYARBAKIR -> SUR -> SUR;;
9665;;;YEŞİLVADİ;;DİYARBAKIR -> SUR -> SUR;;
9666;;;YEŞİLLİ;;DİYARBAKIR -> SUR -> SUR;;
9667;;;YUKARIKILIÇTAŞI;;DİYARBAKIR -> SUR -> SUR;;
9668;;;YARIMCA;;DİYARBAKIR -> SUR -> SUR;;
9669;;;YENİDOĞAN;;DİYARBAKIR -> SUR -> SUR;;
9670;;;YENİEVLER;;DİYARBAKIR -> SUR -> SUR;;
9671;;;YENİCE;;DİYARBAKIR -> SUR -> SUR;;
9672;;;İSKENDERPAŞA;;DİYARBAKIR -> SUR -> SUR;;
9673;;;KABASAKAL;;DİYARBAKIR -> SUR -> SUR;;
9674;;;KAPAKLIPINAR;;DİYARBAKIR -> SUR -> SUR;;
9675;;;HIZIRİLYAS;;DİYARBAKIR -> SUR -> SUR;;
9676;;;HAVACILAR;;DİYARBAKIR -> SUR -> SUR;;
9677;;;HASIRLI;;DİYARBAKIR -> SUR -> SUR;;
9678;;;HARMANLAR;;DİYARBAKIR -> SUR -> SUR;;
9679;;;KARPUZTEPE;;DİYARBAKIR -> SUR -> SUR;;
9680;;;KARPUZLU;;DİYARBAKIR -> SUR -> SUR;;
9681;;;KARDEŞLER;;DİYARBAKIR -> SUR -> SUR;;
9682;;;KARABAŞ;;DİYARBAKIR -> SUR -> SUR;;
9683;;;KARAÇİMEN;;DİYARBAKIR -> SUR -> SUR;;
9684;;;KARACAÖREN;;DİYARBAKIR -> SUR -> SUR;;
9685;;;KARAÇALI;;DİYARBAKIR -> SUR -> SUR;;
9686;;;KARTALTEPE;;DİYARBAKIR -> SUR -> SUR;;
9687;;;KAVAKLIBAĞ;;DİYARBAKIR -> SUR -> SUR;;
9688;;;KAYAYOLU;;DİYARBAKIR -> SUR -> SUR;;
9689;;;KENGERLİ;;DİYARBAKIR -> SUR -> SUR;;
9690;;;KERVANPINAR;;DİYARBAKIR -> SUR -> SUR;;
9691;;;GÖLPINAR;;DİYARBAKIR -> SUR -> SUR;;
9692;;;GÜLTEPE;;DİYARBAKIR -> SUR -> SUR;;
9693;;;GENCAN;;DİYARBAKIR -> SUR -> SUR;;
9694;;;HACIOSMANKÖY;;DİYARBAKIR -> SUR -> SUR;;
9695;;;DOĞANLI;;DİYARBAKIR -> SUR -> SUR;;
9696;;;DOĞUÇANAKÇI;;DİYARBAKIR -> SUR -> SUR;;
9697;;;DUMRUL;;DİYARBAKIR -> SUR -> SUR;;
9698;;;FATİHPAŞA;;DİYARBAKIR -> SUR -> SUR;;
9699;;;FİDANLAR;;DİYARBAKIR -> SUR -> SUR;;
9700;;;ERİMLİ;;DİYARBAKIR -> SUR -> SUR;;
9701;;;ESENBAĞ;;DİYARBAKIR -> SUR -> SUR;;
9702;;;ERYOLU;;DİYARBAKIR -> SUR -> SUR;;
9703;;;BAĞPINAR;;DİYARBAKIR -> SUR -> SUR;;
9704;;;BAHÇECİK;;DİYARBAKIR -> SUR -> SUR;;
9705;;;BAROĞLU;;DİYARBAKIR -> SUR -> SUR;;
9706;;;BEYBULAK;;DİYARBAKIR -> SUR -> SUR;;
9707;;;ABDALDEDE;;DİYARBAKIR -> SUR -> SUR;;
9708;;;AĞAÇLIDERE;;DİYARBAKIR -> SUR -> SUR;;
9709;;;ALİBARDAK;;DİYARBAKIR -> SUR -> SUR;;
9710;;;ALCIK;;DİYARBAKIR -> SUR -> SUR;;
9711;;;ALİPAŞA;;DİYARBAKIR -> SUR -> SUR;;
9712;;;ALABAL;;DİYARBAKIR -> SUR -> SUR;;
9713;;;ARPADERESİ;;DİYARBAKIR -> SUR -> SUR;;
9714;;;DABANOĞLU;;DİYARBAKIR -> SUR -> SUR;;
9715;;;ÇUBUKLU;;DİYARBAKIR -> SUR -> SUR;;
9716;;;DERVİŞHASAN;;DİYARBAKIR -> SUR -> SUR;;
9717;;;DİCLE;;DİYARBAKIR -> SUR -> SUR;;
9718;;;ÇATAKSU;;DİYARBAKIR -> SUR -> SUR;;
9719;;;ÇELİKLİ;;DİYARBAKIR -> SUR -> SUR;;
9720;;;CEVATPAŞA;;DİYARBAKIR -> SUR -> SUR;;
9721;;;CEMAL YILMAZ;;DİYARBAKIR -> SUR -> SUR;;
9722;;;BOSTANPINAR;;DİYARBAKIR -> SUR -> SUR;;
9723;;;BOZDEMİR;;DİYARBAKIR -> SUR -> SUR;;
9724;;;BÜYÜKKADI;;DİYARBAKIR -> SUR -> SUR;;
9725;;;CAMİ-İ KEBİR;;DİYARBAKIR -> SUR -> SUR;;
9726;;;CAMİ-İ NEBİ;;DİYARBAKIR -> SUR -> SUR;;
9727;;;BÜYÜKAKÖREN;;DİYARBAKIR -> SUR -> SUR;;
9728;;;BOZEK;;DİYARBAKIR -> YENİŞEHİR -> YENİŞEHİR-İLÇE MERKEZİ;;
9729;;;ÇAKMAK;;DİYARBAKIR -> YENİŞEHİR -> YENİŞEHİR-İLÇE MERKEZİ;;
